,question,answer
319,"คําถาม: นายแดงไปเที่ยวที่เกาะสมุยแล้วลักทรัพย์โทรศัพท์เคลื่อนที่ของนายดำ ที่นั่งเล่นอยู่ริมชายหาดไป ดังนี้ ถ้านายดำฟ้องคดีแองโดยไม่แจ้งความร้องทุกข์ นายดำจะต้องฟ้องคดีนี้ที่ศาลใด

ตัวเลือก:
(1) ศาลจังหลัดเกาะสมุย
(2) ศาลแขวงสุราษฎร์ธานี
(3) ศาลจังหวัดสุราษฎร์ธานี
(4) ศาลจังหวัดไชยา",(1) ศาลจังหลัดเกาะสมุย
320,"คําถาม: ข้อใดกล่าวถูกต้องเกี่ยวกับการยื่นอุทธรณ์ในคดีอาญา

ตัวเลือก:
(1) คดีอาญาที่ศาลพิพากษารอการลงโทษจำคุกจำเลยไว้เป็นเวลา 2 ปี หากจำเลยจะยื่นอุทธรณ์ จะต้องมาปรากฏตัวต่อเจ้าพนักงานศาลด้วย
(2) คดีอาญาที่ศาลพิพากษาลงโทษจำคุกจำเลย และจำเลยถูกคุมขังไว้ที่เรือนจำ หากจำเลยจะยื่นอุทธรณ์จะต้องมาปรากฏตัวต่อเจ้าพนักงานศาลด้วย
(3) คดีอาญาที่ศาลพิพากษาลงโทษจำคุกจำเลย และจำเลยไม่ได้ถูกคุมขังไว้ หากจำเลยจะยื่นอุทธรณ์จะต้องมาปรากฏตัวต่อเจ้าพนักงานศาลด้วย
(4) คดียาเสพติดหากจำเลยจอุทธรณ์จะต้องยื่นอุทธรณ์ที่ศาลอุทธรณ์กลางหรือศาลอุทธรณ์            ภาค 1- ภาค9 แล้วแต่กรณี",(3) คดีอาญาที่ศาลพิพากษาลงโทษจำคุกจำเลย และจำเลยไม่ได้ถูกคุมขังไว้ หากจำเลยจะยื่นอุทธรณ์จะต้องมาปรากฏตัวต่อเจ้าพนักงานศาลด้วย
321,"คําถาม: กรรมการมรรยาททนายความ ตามพระราชบัญญัติทนายความ พ.ศ. 2528 เป็น

ตัวเลือก:
(1) พนักงานของสภาทนายความ
(2) กรรมการบริหารของสภามนายความ
(3) เจ้าพนักงานตามประมวลกฎหมายอาญา
(4) กรรมการฝ่ายช่วยเหลือประชาชนทางกฎหมาย",(3) เจ้าพนักงานตามประมวลกฎหมายอาญา
322,"คําถาม: ข้อใดถือว่าเป็นสิ่งสามัญที่ใช้ในการค้าขาย ซึ่งไม่สามารถนำมาจดทะเบียนเป็นเครื่องหมายการค้าได้

ตัวเลือก:
(1) รูปไข่ไก่ เพื่อใช้กับสินค้าน้ำนมวัวสำหรับบริโภค
(2) รูปเฟือง เพื่อใช้กับสินค้าเครื่องจักร
(3) รูปดอกไม้ เพื่อใช้กับสินค้าน้ำหอม
(4) ถูกทั้งข้อ (2) และข้อ (3)", (4) ถูกทั้งข้อ (2) และข้อ (3)
323,"คําถาม: ข้อใดฟ้องแย้งไม่ได้

ตัวเลือก:
(1) โจทก์ฟ้องให้จำเลยชำระค่าสินค้า จำเลยให้การและฟ้องแย้งว่าจำเลยรับสินค้าเพื่อทดลองใช้เมื่อสินค้ามีการชำรุดบกพร่อง จำเลยมีสิทธิยึดหน่วงราคาสินค้าและเรียกค่าเสียหายนอกเหนือไปกว่าราคาที่ยึดหน่วง จำเลยฟ้องแย้งขอให้โจทก์ชำระค่าเสียหาย
(2) โจทก์ฟ้องให้จำเลยรับผิดขำระค่าสินค้าที่จำเลยสั่งซื้อให้แก่ลูกค้า จำเลยให้การและฟ้องแย้งว่าจำเลยเป็นตัวแทนในการสั่งซื้อสินค้าจากโจทก์ โดยมีข้อตกลงว่า โจทก์ต้องจ่ายค่าบำเหน็จ นายหน้าให้จำเลย โจทก์ค้างชำระค่าบำเหน็จนายหน้าแต่ไม่ใช่หนี้ค่าบำเหน็จของการสั่งซื้อสินค้าตามฟ้องในครั้งนี้ ขอบังคับให้โจทก์ชำระค่าบำเหน็จนายหน้าแก่จำเลย
(3) โจทก์ฟ้องให้จำเลยชำระหนี้เงินกู้ยืม จำเลยฟ้องแย้งเรียกค่าเสียหายจากโจทก์อ้างเหตุว่าโจทก์       นำความเท็จมาฟ้องจำเลย ทำให้จำเลยได้รับเสียหาย ต้องเสียค่าใช้จ่ายในการตรวจสอบ ข้อเท็จจริง  ค่าใช้จ่ายในด้านการตลาด ค่าจ้างทนายความ
(4) ถูกทั้งข้อ (2) และ (3)",(3) โจทก์ฟ้องให้จำเลยชำระหนี้เงินกู้ยืม จำเลยฟ้องแย้งเรียกค่าเสียหายจากโจทก์อ้างเหตุว่าโจทก์ นำความเท็จมาฟ้องจำเลย ทำให้จำเลยได้รับเสียหาย ต้องเสียค่าใช้จ่ายในการตรวจสอบ ข้อเท็จจริง  ค่าใช้จ่ายในด้านการตลาด ค่าจ้างทนายความ
324,"คําถาม: ข้อใดไม่ถูกต้อง

ตัวเลือก:
(1) วันที่ 20 กุมภาพันธ์ เป็น วันทนายความ
(2) วันที่ 10 กันยายน เป็น วันสถาปนาสภาทนายความ
(3) ในปีพุทธศักราช 2457 ได้มีการตราพระราชบัญญัติทนายความขึ้นเป็นครั้งแรกในประเทศไทย
(4) สมเด็จพระยาดำรงราชานุภาพหรือที่เรียกว่า บิดาแห่งกฎหมายไทย ทรงประกาศให้มีทนายความขึ้นเป็นครั้งแรกในประเทศไทย",(4) สมเด็จพระยาดำรงราชานุภาพหรือที่เรียกว่า บิดาแห่งกฎหมายไทย ทรงประกาศให้มีทนายความขึ้นเป็นครั้งแรกในประเทศไทย
325,"คําถาม: บุคคลใดไม่สามารถจดทะเบียนเป็นทนายความได้ ตามมาตรา 35 แห่งพระราชบัญญัติทนายความ พ.ศ. 2528

ตัวเลือก:
(1) ปลัดองค์กรการบริหารส่วนตำบล
(2) นายกเทศมนตรี
(3) สมาชิกวุฒิสภา
(4) ผู้ว่าราชการกรุงเทพมหานคร",(1) ปลัดองค์กรการบริหารส่วนตำบล
326,"คําถาม: โจทก์ จำเลย ตกลงทำสัญญาประนีประนอมยอมความกันละศาลพิพากษาตามยอมแล้ว บุคคลภายนอก จะยื่นคำร้องเข้ามาในคดีโดยทำเป็นคำร้องสอดได้หรือไม่ เพราะเหตุใด

ตัวเลือก:
(1) ยื่นได้ เพราะบุคคลภายนอกซึ่งไม่ใช่คู่ความเข้ามาเป็นฝ่ายที่สาม
(2) ยื่นได้ เพราะคำพิพากษาตามยอม ไม่ผูกพันบุคคลภายนอก
(3) ยื่นไม่ได้ เพราะการร้องสอดโจทก์หรือจำเลยต้องยินยอม
(4) ยื่นไม่ได้ เพราะการร้องสอดจะต้องยื่นศาลในระหว่างการพิจารณาคดีของศาลชั้นต้น",(4) ยื่นไม่ได้ เพราะการร้องสอดจะต้องยื่นศาลในระหว่างการพิจารณาคดีของศาลชั้นต้น
327,"คําถาม: อาวุธปืนที่นายทะเบียนฯ อนุญาตไม่ได้หมายถึง

ตัวเลือก:
(1) เครื่องยิงพลุสัญญาณ
(2) ปืนชนิดที่มีเครื่องเก็บเสียง
(3) ปืนอัดลม
(4) ปืนแก๊ป",(2) ปืนชนิดที่มีเครื่องเก็บเสียง
328,"คําถาม: นายเอฟ้องให้ขับไล่นายบีออกจากที่ดินพิพาท นายบียื่นคำให้การว่า นายบีอยู่ในที่ดินพิพาท โดยอาศัยสิทธิ ของนายซี ก่อนศาลนัดสืบพยานโจทก์นัดแรกสิบวัน นายซีทราบเรื่องการฟ้องคดีดังกล่าว นายซีมาพบท่านสมมุติว่าท่านเป็นทนายความ และบอกท่านว่าตนเป็นผู้เช่าที่ดินพิพาทจากนายเอ แต่ตนให้นายบีอยู่อาศัยตนจะเข้ามาเป็นคู่ความในคดีโดยวิธีใดได้บ้าง

ตัวเลือก:
(1) ยื่นคำร้องสอดเข้ามาในคดีตาม วิ.แพ่ง มาตรา 57 (1)
(2) ยื่นคำร้องสอดเข้ามาในคดีตาม วิ.แพ่ง มาตรง 57 (2)
(3) ยื่นคำร้องสอดเข้ามาในคดีตาม วิ.แพ่ง มาตรา 57 (3) (ก)
(4) ยื่นคำร้องสอดเข้ามาในคดีตาม วิ.แพ่ง มาตรา 57 (3) (ข)",(2) ยื่นคำร้องสอดเข้ามาในคดีตาม วิ.แพ่ง มาตรง 57 (2)
329,"คําถาม: ในบทบัญญัติเรื่องพินัยกรรม ข้อใดถูกต้องที่สุด

ตัวเลือก:
(1) บุคคลที่มีอายุต่ำกว่า 15 ปี ย่อมทำพินัยกรรมได้
(2) สามีสามารถทำพินัยกรรมเกี่ยวกับสินสมรสได้ทั้งหมด
(3) ผู้เป็นพยานในพินัยกรรมจะรับทรัพย์มรดกตามพินัยกรรมได้
(4) เป็นการแสดงเจตนากำหนดเผื่อตายในเรื่องทรัพย์สินของผู้ทำพินัยกรรม",(4) เป็นการแสดงเจตนากำหนดเผื่อตายในเรื่องทรัพย์สินของผู้ทำพินัยกรรม
330,"คําถาม: บุคคลใดเป็นผู้มีส่วนได้เสียในผลแห่งคดี ตามประมวลกฎหมายวิธีพิจารณาความแพ่ง มาตรา 57 (2)

ตัวเลือก:
(1) เจ้าของร่วมแต่ละคน
(2) หุ้นส่วนในห้างหุ้นส่วนที่จดทะเบียนเป็นนิติบุคคล
(3) ลูกจ้างหรือนายจ้าง ตามประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 425
(4) ถูกทั้งข้อ (1) และ (2)",(4) ถูกทั้งข้อ (1) และ (2)
331,"คําถาม: พระราชบัญญัติทนายความ มีวัตถุประสงค์ที่สำคัญที่สุดข้อใด

ตัวเลือก:
(1) ช่วยเหลือประชาชนทุกเรื่องโดยไม่ต้องเสียค่าใช้จ่าย
(2) พิจารณาช่วยคนยากจน
(3) พิจารณาช่วยคนยากไร้และไม่ได้รับความเป็นธรรม
(4) ช่วยเหลือตามความเหมาะสม",(3) พิจารณาช่วยคนยากไร้และไม่ได้รับความเป็นธรรม
332,"คําถาม: นักพูดที่ได้รับฉายา “ใบมีดโกนอาบน้ำผึ้ง” คือท่านใด

ตัวเลือก:
(1) นายชวน หลีกภัย
(2) นายอุทัย พิมพ์ใจชน
(3) หม่อมราชวงศ์คึกฤทธิ์ ปราโมช
(4) นายสมัคร สุนทรเวช",(1) นายชวน หลีกภัย
333,"คําถาม: การควบคุมผู้ถูกจับของพนักงานสอบสวนในคดีอาญาที่ต้องดำเนินคดีต่อศาลแขวง พนักงานสอบสวนมีระยะเวลาควบคุมผู้ต้องหาเท่าใดก่อนนำตัวไปดำเนินคดี

ตัวเลือก:
(1) 24 ชั่วโมง
(2) 48 ชั่วโมง
(3) 72 ชั้วโมง
(4) 84 ชั้วโมง",(2) 48 ชั่วโมง
334,"คําถาม: นายจันทร์และนางดาวเป็นสามีภริยากัน ทำมาหากินได้เงินมา 400,000 บาท ในระหว่างสมรถบิดานายจันทร์ได้ที่ดินให้ 1 แปลง ราคา 1,000,000 บาท อีก 10 ปีต่อมานายจันทร์ขายที่ดินแปลงนี้ได้เงินมา 2,000,000 บาท นายจันทร์เอาเงิน 2,000,000 บาท ฝากธนาคารได้ดอกเบี้ย 60,000 บาท นายจันทร์ตายมีมรดกเท่าใด

ตัวเลือก:
(1) 2,200,000 บาท
(2) 1,160,000 บาท
(3) 2,230,000 บาท
(4) 1,230,000 บาท","(3) 2,230,000 บาท"
335,"คําถาม: สิ่งใดต่อไปนี้ถือว่าไม่ใช่อาวุทปืนตามพระราชบัญญัติอาวุทปืน ฯลฯ

ตัวเลือก:
(1) ลำกล้องปืน
(2) นกปืน
(3) ไกปืน
(4) ศูนย์หน้าและหลัง",(4) ศูนย์หน้าและหลัง
336,"คําถาม: ภริยาของนายปัญญาเป็นผู้รับประประโยชน์ที่มีสิทธิได้รับค่าสินไหมทดแทนจากบริษัท ประกันชีวิต จำกัด ตามกรมธรรม์ประกันชีวิตที่นายปัญญาทำไว้กับบริษัทฯ ประเด็นมีข้อพิพากว่าภริยาของนายปัญญาเป็นผู้บริโภคตามพระราชบัญญัติคุ้มครองผู้บริโภคหรือไม่ เพราะเหตุใด

ตัวเลือก:
(1) ไม่เป็น เพราะไม่ได้เป็นคู่สัญญา
(2) ไม่เป็น เพราะไม่ได้เป็นผู้ให้ค่าตอบแทนเป็นเงินประกัน
(3) เป็น เพราะเป็นผู้ได้มาซึ่งค่าสินไหมทดแทนโดยให้ค่าตอบแทนเป็นเงินเบี้ยประกัน
(4) เป็น เพราะเป็นผู้ได้รับบริการจากบริษัทฯ",(3) เป็น เพราะเป็นผู้ได้มาซึ่งค่าสินไหมทดแทนโดยให้ค่าตอบแทนเป็นเงินเบี้ยประกัน
337,"คําถาม: ความผิดฐานละเมิดอำนาจศาล มีอัตราโทษตามข้อใด

ตัวเลือก:
(1) จำคุกไม่เกิน 6 เดือน หรือ ปรับไม่เกิน 5,000 บาท
(2) จำคุกไม่เกิน 6 เดือน หรือ ปรับไม่เกิน 500 บาท
(3) จำคุกไม่เกิน 6 เดือน หรือ ปรัปไม่เกิน 500 บาท
(4) จำคุกไม่เกิน 6 เดือน หรือ ปรับไม่เกิน 5,000 บาท",(2) จำคุกไม่เกิน 6 เดือน หรือ ปรับไม่เกิน 500 บาท
338,"คําถาม: คดีอาญาที่อยู่ในอำนาจศาลแขวง จำเลยให้การรับสารภาพ พนักงานสอบสวนดำเนินการข้อใดถูกต้อง

ตัวเลือก:
(1) สอบสวนพยานหลักฐานของฝ่ายโจทก์ทุกคน
(2) บันทึกคำให้การรับสารภาพของจำเลย และบันทึกการจับกุมนำส่งจำเลยเพื่อฟ้องศาล
(3) สอบสวนพยานบุคคลของฝ่ายโจทก์และพยานจำเลยให้ครบถ้วน
(4) สอบสวนคำให้การพยานโจทก์และพยานจำเลยทั้งหมดให้ครบ",(2) บันทึกคำให้การรับสารภาพของจำเลย และบันทึกการจับกุมนำส่งจำเลยเพื่อฟ้องศาล
339,"คําถาม: สัญญาจำนองไม่ระงับไปด้วยเหตุใด

ตัวเลือก:
(1) เอาทรัพย์จำนองสลุด
(2) เมื่อหนี้ประกันระงับสิ้นไปด้วยขาดอายุความ
(3) เมื่อปลดจำนองให้เป็นหนังสือ
(4) เมื่อผู้จำนองหลุดพ้น",(2) เมื่อหนี้ประกันระงับสิ้นไปด้วยขาดอายุความ
340,"คําถาม: นายกและกรรมการสภาทนายความที่ได้รับการเลือกตั้ง มีวาระการดำรงตำแหน่งกี่ปี

ตัวเลือก:
(1) 4 ปี เท่ากับตำแหน่งสมาชิกสภาผู้แทนราษฎร
(2) 6 ปี ติดต่อกันเท่ากับสมาขิกวุฒิสภา
(3) 3 ปี เท่ากับกรรมการมรรยาททนายความ
(4) 2 ปี แต่ไม่เกินสองวาระติดต่อกัน",(3) 3 ปี เท่ากับกรรมการมรรยาททนายความ
341,"คําถาม: คดีมรรยาททนายความถึงที่สุดชั้นใด

ตัวเลือก:
(1) กรรมการสภาทนายวาม
(2) กรรมการมรรายาททนายความ
(3) สภานายกพิเศษแห่งสภาทนายความ
(4) ศาลปกครองสูงสุด",(4) ศาลปกครองสูงสุด
342,"คําถาม: ข้อความใดไม่ถูกต้อง

ตัวเลือก:
(1) คำสั่งฟ้องของพนักงานอัยการหมายความว่าผู้ต้องหานั้นกระความผิด
(2) คำสั่งฟ้องของพนักงานอัยการเป็นคำสั่งทางปกครอง
(3) ดุลพินิจของพนักงานอัยการในการสั่งคดีซึ่งแสดงเหตุผลอันสมควรได้รับความคุ้มครอง
(4) ถูกทั้งข้อ (1) และ (2)",(3) ดุลพินิจของพนักงานอัยการในการสั่งคดีซึ่งแสดงเหตุผลอันสมควรได้รับความคุ้มครอง
343,"คําถาม: ความหมายของคำว่า “ทนายแผ่นดิน”

ตัวเลือก:
(1) พนักงานอัยการ
(2) เป็นผู้ดูแลผลประโยชน์ของประชาชน
(3) ทนายความตามพระราชบัญญัติทนายความ พ.ศ. 2528
(4) ถูกทั้งข้อ (1) และ (2)",(4) ถูกทั้งข้อ (1) และ (2)
344,"คําถาม: ในกรณีที่มีการชี้สองสถาน ศาลต้องกำหนดวันสืบพยานซึ่งมีระยะเวาลา

ตัวเลือก:
(1) ไม่น้อยกว่า 7 วันนับแต่วันชี้สองสถาน
(2) ไม่น้อยกว่า 10 วันนับแต่วันชี้สองสถาน
(3) ไม่น้อยกว่า 14 วันนับแต่วันชี้สองสถาน
(4) ไม่ไม่น้อยกว่า 15 วันนับแต่วันชี้สองสถาน",(2) ไม่น้อยกว่า 10 วันนับแต่วันชี้สองสถาน
345,"คําถาม: เหตุเกิดเมื่อเวลา 15.00 น. บรรยายในคำฟ้องว่า

ตัวเลือก:
(1) เวลากลางวัน
(2) เวลากลางวันหลังเที่ยง
(3) เวลากลางวันต่อเนื่อง
(4) เวลาบ่ายสามโมง",(1) เวลากลางวัน
346,"คําถาม: คดีฐานโกงเจ้าหนี้นั้น มีอายุความดำเนินคดีภายในกำหนดเท่าใด

ตัวเลือก:
(1) อายุความ 1 ปี ถ้ามิได้ฟ้องและได้ตัวผู้กระทำความผิดมายังศาลนับแต่วันกระทำความผิด
(2) อายุความ 3 ปี ถ้ามิได้ฟ้องและได้ตัวผู้กระทำความผิดมายังศาลนับแต่วันกระทำความผิด
(3) อายุ 5 ปี ถ้ามิฟ้องและได้ตัวผู้กระทำความผิดมายังศาลนับแต่วันกระทำความผิด
(4) อายุความอายุ 3 เดือน ถ้าผู้เสียหายมิได้ร้องทุกข์หรือฟ้องคดีเองนับแต่วันที่รู้เรื่องความผิดและรู้ตัวผู้กระทำความผิด",(4) อายุความอายุ 3 เดือน ถ้าผู้เสียหายมิได้ร้องทุกข์หรือฟ้องคดีเองนับแต่วันที่รู้เรื่องความผิดและรู้ตัวผู้กระทำความผิด
347,"คําถาม: เหตุเกิดเมื่อเวลา 23.00 น. บรรยายในคำฟ้องว่า

ตัวเลือก:
(1) เวลากลางคืนหลังเที่ยง
(2) เวลากลางคืน
(3) เวลากลางคืนก่อนเที่ยง
(4) ถูกทุกข้อ",(1) เวลากลางคืนหลังเที่ยง
348,"คําถาม: การฟ้องแย้งสามารถยื่นได้เมื่อใด

ตัวเลือก:
(1) ยื่นในคำให้การ
(2) ยืนในคำร้องขอแก้ไขคำให้การ
(3) ยื่นฟ้องแย้งก่อนวันชี้สองสถาน
(4) ถูกทั้งข้อ (1) และ (2)",(4) ถูกทั้งข้อ (1) และ (2)
349,"คําถาม: การฟ้องคดีเกี่ยวกับสัญญาทางปกครองนั้น ข้อใดต่อไปนี้กล่าวถูกต้อง

ตัวเลือก:
(1) สัญญาที่ทำขึ้นระหว่างหน่วยงานทางปกครองกับเอกชนถือเป็นสัญญาทางปกครองทุกกรณี
(2) การฟ้องคดีเกี่ยวกับสัญญาทางปกครองต้องฟ้องต่อศาลปกครอง ส่วนสัญญาค้ำประกับสัญญา ทางปกครองถือเป็นสัญญาทางแพ่งที่ไม่สามารถฟ้องต่อศาลปกครองได้
(3) การฟ้องคดีเกี่ยวกับสัญญาทางปกครองต้องฟ้องต่อศาลปกครอง ส่วนสัญญาค้ำประกันสัญญาทางปครองถือเป็นสัญญาที่เกี่ยวกับเนื่องกันจึงสามารถฟ้องต่อศาลปกครองได้
(4) ผิดทุกข้อ",(3) การฟ้องคดีเกี่ยวกับสัญญาทางปกครองต้องฟ้องต่อศาลปกครอง ส่วนสัญญาค้ำประกันสัญญาทางปครองถือเป็นสัญญาที่เกี่ยวกับเนื่องกันจึงสามารถฟ้องต่อศาลปกครองได้
350,"คําถาม: กฎหมายที่มีขึ้นเพื่อจัดให้มีบริการในด้านนิติวิทยาศาสตร์ให้แก่ผู้เกี่ยวข้องเป็นการทั่วไป รวมตลอดทั้งส่งเสริมและพัฒนางานด้านนิติวิทยาศาสตร์ให้ได้มาตรฐานสากล คือ กฎหมายฉบับใด

ตัวเลือก:
(1) พระราชบัญญัติการให้บริการด้านนิติวิทยาศาสตร์ พ.ศ. 2559
(2) กฎหมายแบ่งส่วนราชการการสถานบันนิติวิทยาศาสตร์ กระทรวงยุติธรรม พ.ศ. 2558
(3) ระเบียบสำนักนายกว่าด้วยการสนับสนุนการติดตามคนหายและศพนิรนาม พ.ศ. 2558
(4) ถูกทุกข้อ",(1) พระราชบัญญัติการให้บริการด้านนิติวิทยาศาสตร์ พ.ศ. 2559
351,"คําถาม: ข้อใดไม่ใช่ขั้นตอนของการฟอกเงิน

ตัวเลือก:
(1) การรายงานธุรกรรมที่มีเหตุอันควรสงสัยมายังสำนักงาน ปปง.
(2) การแยกเงินก้อนใหญ่ออกเป็นหลายๆ ธุรกรรม เพื่อสร้างความซับซ้อนในการทำธรุกรรม
(3) การเอาเงินที่ได้จาการกระทำความผิดปนเงินรายได้ที่ถูกกฎหมาย
(4) การนำเงินสกปรกฝากธนาคาร",(1) การรายงานธุรกรรมที่มีเหตุอันควรสงสัยมายังสำนักงาน ปปง.
352,"คําถาม: พนักงานที่จะได้รับแต่งตั้งเป็นเจ้าพนักงานผู้มีอำนาจในการสืบสวนหรือไต่สวนให้เป็นเจ้าพนักงานตามกฎหมายใด

ตัวเลือก:
(1) ประมวลกฎหมายอาญา
(2) ประมวลกฎหมายวิธีพิจารณาความอาญา
(3) รัฐธรรมนูญ
(4) พระราชบัญญัติประกอบรัฐธรรมนูญว่าด้วยคณะกรรมการการเลือกตั้ง",(1) ประมวลกฎหมายอาญา
353,"คําถาม: การจัดทำมาตรฐานการตรวจพิสูจน์เป็นไปเพื่อเป็นการประกันคุณภาพการตรวจพิสูจน์ว่ามีความถูกต้องแม่นยำโดยผู้พิสูจน์หลักฐาน เครื่องมืออุปกรณ์ กระบวนการและเทคนิคที่มีคุณภาพ สร้างความเชื่อมั่นแก่ผู้รับบริการ ข้อใดเป็นมาตรฐานทางห้องปฏิบัติการตรวจพิสูจน์ทางนิติวิทยาศาสตร์

ตัวเลือก:
(1) ISO 9001
(2) ISO/LEC 17020
(3) ISO/LEC 17025
(4) มอก.",(3)  ISO/LEC 17025
354,"คําถาม: ข้อใดมิใช่หลักเกณฑ์วิธีพิจารณาคดีมาโนสาร่

ตัวเลือก:
(1) โจทก์ได้ทราบคำสั่งให้มาศาลแล้วไม่มาในวันนัดพิจารณา โดยไม่ได้รับอนุญาตจากศาลให้เลื่อนคดีให้ถือว่าโจทก์ขาดนัดพิจารณาให้ศาลมีคำสั่งจำหน่ายคดีออกจากสารบบความ เว้นแต่จำเลยขอให้ดำเนินการพิจารณาต่อไป
(2) โจทก์เสียค่าขึ้นศาลชั้นต้นรวมกันแล้วไม่เกินหนึ่งพันบาท
(3) ศาลไม่ต้องทำการชี้สองสถาน
(4) ศาลอาจมีคำสั่งให้โจทก์แก้ไขคำฟ้องหรือให้จำเลยแก้ไขคำให้การได้เอง",(1) โจทก์ได้ทราบคำสั่งให้มาศาลแล้วไม่มาในวันนัดพิจารณา โดยไม่ได้รับอนุญาตจากศาลให้เลื่อนคดีให้ถือว่าโจทก์ขาดนัดพิจารณาให้ศาลมีคำสั่งจำหน่ายคดีออกจากสารบบความ เว้นแต่จำเลยขอให้ดำเนินการพิจารณาต่อไป
355,"คําถาม: วิธีการชั่วคราวก่อนพิพากษาข้อใดไม่ถูกต้อง

ตัวเลือก:
(1) คดีมโนสาเร่ระหว่างพิจารณาโจอาจยื่นคำขอฝ่ายเดียวต่อให้ยึดทรัพย์สินของจำเลยไว้ชั่วคราวก่อนพิพากษาตามประมวลกฎหมายวิธีพิจารณาความแพ่ง มาตรา 254 (1)
(2) โจทก์ยื่นคำขอคุ้มครองก่อนพิพากษาในเหตุฉุกเฉิน ตามประมวลกฎหมายวิธีพิจารณาความแพ่งมาตรา 254 ประกอบมาตรง 266 หากศาลยกคำขอโจทก์มีสิทธิอุทธรณ์คำสั่งศาลภายในกำหนดหนึ่งเดือนนับแต่วันมีคำสั่ง
(3) โจทก์ซึ่งมิได้ภูมิลำเนาหรือสำนักทำการงานในราชอาณาจักรและไม่มีทรัพย์สินที่อาจบังคับคดีได้อยู่ในราชอาณาจักร ได้ยื่นอุทธรณ์คัดค้านพิพากษาศาลชั้นต้น จำเลยอาจยื่นคำขอต่อศาลขอให้ศาลมีคำสั่งให้โจทก์วางเงินต่อศาลหรือหาประกันมาให้เพื่อการชำระค่าฤชาธรรมเนียมและค่าใช้จ่ายในชั้นศาลอุทธรณ์ได้
(4) โจทก์ฟ้องขอให้จำเลยส่งมอบแหวนเพชรราคา 250,000 บาท โดยอ้างว่าจำเลยขอยืมไปแล้วไม่คืน จำเลยให้การว่าโจทก์ขายแหวนเพชรดังกล่าวให้จำเลยชำระราคาแก้โจทก์แล้ว ระหว่างพิจารณาโจทก์อาจยื่นคำขอให้จำเลยเลยนำแหวนเพชรที่พิพาทมาวางต่อศาลได้",(1) คดีมโนสาเร่ระหว่างพิจารณาโจอาจยื่นคำขอฝ่ายเดียวต่อให้ยึดทรัพย์สินของจำเลยไว้ชั่วคราวก่อนพิพากษาตามประมวลกฎหมายวิธีพิจารณาความแพ่ง มาตรา 254 (1)
356,"คําถาม: กรณีเจ้าหน้าที่รัฐกระทำความผิดมูลฐานทุจริตและมีความผิดฐานฟอกเงินอยู่ในอำนาจพิจารณาคดีของศาลใด

ตัวเลือก:
(1) ศาลอาญา
(2) ศาลปกครอง
(3) ศาลคดีอาญาทุจริตประพฤติมิชอบ
(4) ศาลฎีกาแผนกคดีอาญาผู้ดำรงตำแหน่งทางการเมือง",(3) ศาลคดีอาญาทุจริตประพฤติมิชอบ
357,"คําถาม: ข้อใดไม่จัดเป็นผู้ประกอบการตามพระราชบัญญัติความรับผิดต่อความเสียหายที่เกิดขึ้นจากสินค้าที่ไม่ปลอดภัย พ.ศ. 2551

ตัวเลือก:
(1) ผู้ผลิตหรือผู้ว่าจ้างให้ผลิต
(2) ผู้ขายสินค้าที่มีฉลากสินค้าระบุชื่อที่อยู่ของผู้ผลิต
(3) ผู้ซึ่งใช้เครื่องหมายการค้าที่จะทำให้เกิดความเข้าใจได้ว่าเป็นผู้ผลิต
(4) ผู้นำเข้า",(2) ผู้ขายสินค้าที่มีฉลากสินค้าระบุชื่อที่อยู่ของผู้ผลิต
358,"คําถาม: คำฟ้องของพนักงานอัยการในคดีความผิดต่อส่วนตัวจักมีข้อความดังนี้

ตัวเลือก:
(1) คดีนี้เป็นคดีความผิดอันยอมความได้
(2) คดีนี้เป็นคดีความผิดส่วนตัว
(3) คดีนี้ได้ร้องทุกข์ภายในอายุความตามกฎหมายแล้ว
(4) คดีนี้ผู้เสียหายมีความประสงค์จะให้จำเลยต้องรับโทษตามกฎหมาย",(3) คดีนี้ได้ร้องทุกข์ภายในอายุความตามกฎหมายแล้ว
359,"คําถาม: ในการรวบรวมข้อเท็จจริงคดีอุบัติเหตุรถชนกันทนายความควรรวบรวมข้อเท็จริงจากพยานหลักฐานชนิดใดมากที่สุด

ตัวเลือก:
(1) สถานที่เกิดเหตุ
(2) ภาพจากกล้องวงจรปิดในที่เกิดเหตุ
(3) พยานที่เห็นเหตุการณ์
(4) ถูกทุกข้อ",(4) ถูกทุกข้อ
