knowledges,law,source,question,answer,label
"ประมวลกฎหมายวิธีพิจารณาความแพ่ง - ภาค 4 (วิธีการชั่วคราวก่อนพิพากษาและการบังคับตามคำพิพากษาหรือคำสั่ง) - ลักษณะ 2 (การบังคับคดีตามคำพิพากษาหรือคำสั่ง) - หมวด 7 (การบังคับคดีในกรณีที่ขอให้ศาลสั่งจับกุมและกักขังลูกหนี้ตามคำพิพากษา)

มาตรา 365   การจับกุมและควบคุมตัวบุคคลหนึ่งบุคคลใดตามบทบัญญัติในลักษณะนี้ ให้พนักงานฝ่ายปกครองหรือตำรวจตามประมวลกฎหมายวิธีพิจารณาความอาญามีหน้าที่ปฏิบัติตามคำสั่งหรือหมายของศาล หรือตามที่ได้รับแจ้งจากเจ้าพนักงานบังคับคดี
การจับกุม ควบคุมตัว หรือกักขังบุคคลหนึ่งบุคคลใดตามมาตรา 279 วรรคสอง มาตรา 284 มาตรา 353 มาตรา 361 และมาตรา 364 ไม่ตัดสิทธิที่จะดำเนินคดีในความผิดอาญา",ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค4_ลักษณะ2_หมวด7.txt,การจับกุม ควบคุมตัว หรือกักขังบุคคลตามมาตรา 365 สามารถดำเนินคดีในความผิดอาญาได้หรือไม่?,สามารถดำเนินคดีในความผิดอาญาได้,1
"พระราชบัญญัติการขุดดินและถมดิน พ.ศ. 2543 - บทเฉพาะกาล

มาตรา 45  ผู้ใดขุดดินหรือถมดินอันมีลักษณะที่ต้องแจ้งต่อเจ้าพนักงานท้องถิ่นตามพระราชบัญญัตินี้อยู่ก่อนวันที่พระราชบัญญัตินี้มีผลใช้บังคับในท้องที่ใด ให้ปฏิบัติตามมาตรา 17 หรือมาตรา 26 แล้วแต่กรณี ภายในสิบห้าวันนับแต่วันที่พระราชบัญญัตินี้มีผลใช้บังคับในท้องที่นั้น และเมื่อได้ดำเนินการแล้วให้ถือว่าผู้นั้นได้รับใบรับแจ้งตามพระราชบัญญัตินี้",พระราชบัญญัติการขุดดินและถมดิน,พระราชบัญญัติการขุดดินและถมดิน/พระราชบัญญัติการขุดดินและถมดิน_บทเฉพาะกาล.txt,ผู้ที่ขุดดินหรือถมดินก่อนวันที่พระราชบัญญัติการขุดดินและถมดิน พ.ศ. 2543 มีผลบังคับใช้ต้องทำอย่างไรภายในสิบห้าวันหลังจากกฎหมายมีผลบังคับใช้ในพื้นที่นั้น?,ต้องปฏิบัติตามมาตรา 17 หรือมาตรา 26 แล้วแต่กรณี,1
"พระราชบัญญัติล้มละลาย (ฉบับที่ 10) พ.ศ. 2561 - หมวด 3/1 (กระบวนพิจารณาเกี่ยวกับการฟื้นฟูกิจการของลูกหนี้) - ส่วนที่ 2 (การขอและการให้ฟื้นฟูกิจการ)

มาตรา 90/4  ภายใต้บังคับมาตรา 90/5 บุคคลซึ่งมีสิทธิยื่นคำร้องขอต่อศาลให้ฟื้นฟูกิจการได้แก่บุคคลดังต่อไปนี้
(1) เจ้าหนี้ซึ่งอาจเป็นคนเดียวหรือหลายคนรวมกันและมีจำนวนหนี้แน่นอนไม่น้อยกว่าสิบล้านบาท
(2) ลูกหนี้ซึ่งมีลักษณะตามมาตรา 90/3
(3) ธนาคารแห่งประเทศไทย ในกรณีที่ลูกหนี้ตามมาตรา 90/3 เป็นธนาคารพาณิชย์ บริษัทเงินทุน บริษัทเงินทุนหลักทรัพย์ หรือบริษัทเครดิตฟองซิเอร์
(4) สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์ ในกรณีที่ลูกหนี้ตามมาตรา 90/3 เป็นบริษัทหลักทรัพย์
(5) กรมการประกันภัย ในกรณีที่ลูกหนี้ตามมาตรา 90/3 เป็นบริษัทประกันวินาศภัยหรือบริษัทประกันชีวิต
(6) หน่วยงานของรัฐที่มีอำนาจหน้าที่กำกับดูแลการประกอบกิจการของลูกหนี้ตามมาตรา 90/3 ซึ่งเป็นนิติบุคคล หน่วยงานของรัฐและลูกหนี้ดังกล่าวให้เป็นไปตามที่กำหนดในกฎกระทรวง
เจ้าหนี้ของลูกหนี้ตาม (3) (4) (5) หรือ (6) หรือลูกหนี้นั้นเอง จะยื่นคำร้องขอตามมาตรา 90/3 ด้วยตนเองได้เมื่อได้รับความยินยอมเป็นหนังสือจากธนาคารแห่งประเทศไทย สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์ กรมการประกันภัย หรือหน่วยงานของรัฐตาม (6) แล้วแต่กรณี
การขอความยินยอม ให้เป็นไปตามหลักเกณฑ์ วิธีการ และเงื่อนไขที่หน่วยงานตามวรรคสองประกาศกำหนด
เมื่อธนาคารแห่งประเทศไทย สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์ กรมการประกันภัย หรือหน่วยงานของรัฐตาม (6) แล้วแต่กรณี ได้รับคำขอความยินยอม ให้หน่วยงานนั้นแจ้งผลการพิจารณาให้ผู้ขอทราบภายในสิบห้าวันนับตั้งแต่วันที่ได้รับคำขอ ในกรณีที่ไม่ให้ความยินยอมให้แจ้งเหตุผลโดยย่อ และให้ผู้ขอมีสิทธิยื่นอุทธรณ์ต่อรัฐมนตรีผู้กำกับดูแลหน่วยงานนั้นภายในเจ็ดวันนับตั้งแต่วันที่ได้รับแจ้งผลการพิจารณา ให้รัฐมนตรีวินิจฉัยอุทธรณ์ให้เสร็จสิ้นภายในสิบห้าวันนับตั้งแต่วันที่ได้รับอุทธรณ์ คำวินิจฉัยของรัฐมนตรีให้เป็นที่สุด",พระราชบัญญัติล้มละลาย,พระราชบัญญัติล้มละลาย/พระราชบัญญัติล้มละลาย_หมวด3-1_ส่วน2.txt,หากหน่วยงานของรัฐไม่ให้ความยินยอมในการยื่นคำร้องขอฟื้นฟูกิจการ ผู้ขอสามารถทำอะไรได้,ผู้ขอมีสิทธิยื่นอุทธรณ์ต่อรัฐมนตรีผู้กำกับดูแลหน่วยงานนั้นภายในเจ็ดวันนับตั้งแต่วันที่ได้รับแจ้งผลการพิจารณา,1
"ประมวลกฎหมายวิธีพิจารณาความแพ่ง - ภาค 4 (วิธีการชั่วคราวก่อนพิพากษาและการบังคับตามคำพิพากษาหรือคำสั่ง) - ลักษณะ 2 (การบังคับคดีตามคำพิพากษาหรือคำสั่ง) - หมวด 2 (การบังคับคดีในกรณีที่เป็นหนี้เงิน) - ส่วนที่ 10 (การทำบัญชีส่วนเฉลี่ย)

มาตรา 341   ในกรณีที่มีผู้ยื่นคำแถลงคัดค้านตามมาตรา 340 ให้เจ้าพนักงานบังคับคดีออกหมายเรียกเจ้าหนี้ตามคำพิพากษาทุกคน ผู้ทรงสิทธิเหนือทรัพย์สินนั้น เจ้าของรวม และลูกหนี้ตามคำพิพากษา มาชี้แจงในเวลาและ ณ สถานที่ที่กำหนด โดยต้องแจ้งให้ทราบล่วงหน้าไม่น้อยกว่าสามวัน บุคคลดังกล่าวจะไปตามหมายเรียกด้วยตนเองหรือจะมอบให้ผู้รับมอบอำนาจไปกระทำการแทนก็ได้
เมื่อได้ตรวจพิจารณาคำแถลงคัดค้านและได้ฟังคำชี้แจงของผู้ซึ่งมาตามหมายเรียกแล้ว ให้เจ้าพนักงานบังคับคดีทำคำสั่งยืนตามหรือแก้ไขบัญชีส่วนเฉลี่ยนั้นแล้วอ่านคำสั่งดังกล่าวให้ผู้ซึ่งมาตามหมายเรียกฟังและให้ลงลายมือชื่อรับทราบไว้
ในกรณีที่ไม่อาจทำคำสั่งได้ภายในวันที่กำหนด ให้เจ้าพนักงานบังคับคดีแจ้งให้ผู้ซึ่งมาตามหมายเรียกหรือตามนัดทราบวันนัดฟังคำสั่งที่เลื่อนไปและให้ลงลายมือชื่อรับทราบไว้
ถ้าบุคคลตามวรรคหนึ่งมิได้ไปตามหมายเรียกหรือตามนัดของเจ้าพนักงานบังคับคดี ให้ถือว่าได้ทราบวันนัดและคำสั่งของเจ้าพนักงานบังคับคดีแล้ว",ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค4_ลักษณะ2_หมวด2_ส่วน10.txt,หากบุคคลที่ได้รับหมายเรียกไม่ไปตามหมายเรียกจะเกิดอะไรขึ้น?,ให้ถือว่าได้ทราบวันนัดและคำสั่งของเจ้าพนักงานบังคับคดีแล้ว,1
"ประมวลกฎหมายอาญา - ภาค 2 (ความผิด) - ลักษณะ 12 (ความผิดเกี่ยวกับทรัพย์) - หมวด 5 (ความผิดฐานยักยอก)

มาตรา 352   ผู้ใดครอบครอบทรัพย์ซึ่งเป็นของผู้อื่นหรือซึ่งผู้อื่นเป็นเจ้าของรวมอยู่ด้วย เบียดบังเอาทรัพย์นั้นเป็นของตนหรือบุคคลที่สามโดยทุจริต ผู้นั้นกระทำความผิดฐานยักยอก ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ

ถ้าทรัพย์นั้นได้ตกมาอยู่ในความครอบครองของผู้กระทำความผิด เพราะผู้อื่นส่งมอบให้โดยสำคัญผิดไปด้วยประการใด หรือเป็นทรัพย์สินหายซึ่งผู้กระทำความผิดเก็บได้ ผู้กระทำต้องระวางโทษแต่เพียงกึ่งหนึ่ง",ประมวลกฎหมายอาญา,ประมวลกฎหมายอาญา/ประมวลกฎหมายอาญา_ภาค2_ลักษณะ12_หมวด5.txt,การกระทำใดถือเป็นความผิดฐานยักยอกตามมาตรา 352,การครอบครองทรัพย์ของผู้อื่นหรือที่ผู้อื่นเป็นเจ้าของรวมอยู่ด้วยแล้วเบียดบังทรัพย์นั้นเป็นของตนหรือบุคคลที่สามโดยทุจริตถือเป็นความผิดฐานยักยอกตามมาตรา 352,1
"พระราชบัญญัติการขุดดินและถมดิน พ.ศ. 2543 - หมวด 6 (บทกำหนดโทษ)

มาตรา 44  ในกรณีที่มีการกระทำความผิดตามพระราชบัญญัตินี้ ให้ถือว่าเจ้าของอสังหาริมทรัพย์ที่อยู่ใกล้ชิดหรือติดต่อกับที่ดินที่มีการกระทำความผิดเกิดขึ้นและได้รับความเสียหาย เนื่องจากการกระทำความผิดนั้น เป็นผู้เสียหายตามกฎหมายว่าด้วยวิธีพิจารณาความอาญา",พระราชบัญญัติการขุดดินและถมดิน,พระราชบัญญัติการขุดดินและถมดิน/พระราชบัญญัติการขุดดินและถมดิน_หมวด6.txt,หากมีการกระทำความผิดตามพระราชบัญญัติการขุดดินและถมดิน พ.ศ. 2543 ใครจะถือว่าเป็นผู้เสียหายตามกฎหมายว่าด้วยวิธีพิจารณาความอาญา,เจ้าของอสังหาริมทรัพย์ที่อยู่ใกล้ชิดหรือติดต่อกับที่ดินที่มีการกระทำความผิดเกิดขึ้นและได้รับความเสียหายจากการกระทำความผิดนั้น,1
"ประมวลกฎหมายวิธีพิจารณาความแพ่ง - ภาค 1 (บททั่วไป) - ลักษณะ 6 (คำพิพากษาและคำสั่ง) - หมวด 1 (หลักทั่วไปว่าด้วยการชี้ขาดตัดสินคดี)

มาตรา 131  คดีที่ยื่นฟ้องต่อศาลนั้น ให้ศาลปฏิบัติดังนี้
(1) ในเรื่องคำขอซึ่งคู่ความยื่นในระหว่างการพิจารณาคดีนั้น โดยทำเป็นคำร้องหรือขอด้วยวาจาก็ดี ให้ศาลมีคำสั่งอนุญาตหรือยกเสียซึ่งคำขอเช่นว่านั้น โดยทำเป็นหนังสือหรือด้วยวาจาก็ได้ แต่ถ้าศาลมีคำสั่งด้วยวาจาให้ศาลจดคำสั่งนั้นไว้ในรายงานพิสดาร
(2) ในเรื่องประเด็นแห่งคดี ให้ศาลวินิจฉัยชี้ขาดโดยทำเป็นคำพิพากษาหรือคำสั่ง หรือให้จำหน่ายคดีเสียจากสารบบความตามที่บัญญัติไว้ในลักษณะนี้",ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค1_ลักษณะ6_หมวด1.txt,ศาลต้องทำอย่างไรเมื่อพิจารณาประเด็นแห่งคดีตามมาตรา 131 ของประมวลกฎหมายวิธีพิจารณาความแพ่ง?,ศาลต้องวินิจฉัยชี้ขาดโดยทำเป็นคำพิพากษาหรือคำสั่ง หรือให้จำหน่ายคดีเสียจากสารบบความตามที่บัญญัติไว้,1
"ประมวลกฎหมายวิธีพิจารณาความแพ่ง - ภาค 1 (บททั่วไป) - ลักษณะ 5 (พยานหลักฐาน) - หมวด 2 (ว่าด้วยการมาศาลของพยานและการซักถามพยาน)

มาตรา 117   คู่ความฝ่ายที่อ้างพยานชอบที่จะตั้งข้อซักถามพยานได้ในทันใด ที่พยานได้สาบานตนและแสดงตนตามมาตรา 112 และ 116 แล้ว หรือถ้าศาลเป็นผู้ซักถามพยานก่อน ก็ให้คู่ความซักถามได้ต่อเมื่อศาลได้ซักถามเสร็จแล้ว
เมื่อคู่ความฝ่ายที่อ้างพยานได้ซักถามพยานเสร็จแล้ว คู่ความอีกฝ่ายหนึ่งชอบที่จะถามค้านพยานนั้นได้
เมื่อได้ถามค้านพยานเสร็จแล้ว คู่ความฝ่ายที่อ้างพยานชอบที่จะถามติงได้
เมื่อได้ถามติงพยานเสร็จแล้ว ห้ามมิให้คู่ความฝ่ายใดซักถามพยานอีก เว้นแต่จะได้รับอนุญาตจากศาล ถ้าคู่ความฝ่ายใดได้รับอนุญาตให้ถามพยานได้ดังกล่าวนี้ คู่ความอีกฝ่ายหนึ่งย่อมถามค้านพยานได้อีกในข้อที่เกี่ยวกับคำถามนั้น
คู่ความที่ระบุพยานคนใดไว้ จะไม่ติดสืบพยานคนนั้นก็ได้ ในเมื่อพยานคนนั้นยังมิได้เบิกความตามข้อถามของศาล หรือของคู่ความฝ่ายที่อ้าง แต่ถ้าพยานได้เริ่มเบิกความแล้ว พยานอาจถูกถามค้านหรือถามติงได้
ถ้าพยานเบิกความเป็นปรปักษ์แก่ความฝ่ายที่อ้างตนมา คู่ความฝ่ายนั้นอาจขออนุญาตต่อศาลเพื่อซักถามพยานนั้นเสมือนหนึ่งพยานนั้นเป็นพยานซึ่งคู่ความอีกฝ่ายหนึ่งอ้างมา
การซักถามพยานก็ดี การซักค้านพยานก็ดี การถามติงพยานก็ดี ถ้าคู่ความคนใดได้ตั้งทนายความไว้หลายคน ให้ทนายความคนเดียวเป็นผู้ถาม เว้นแต่ศาลจะเห็นสมควรเป็นอย่างอื่น

มาตรา 112   ก่อนเบิกความพยานทุกคนต้องสาบานตนตามลัทธิศาสนาหรือจารีตประเพณีแห่งชาติของตน หรือกล่าวคำปฏิญาณว่าจะให้การตามความสัตย์จริงเสียก่อน เว้นแต่
(1) พระมหากษัตริย์ พระราชินี พระรัชทายาท หรือผู้สำเร็จราชการแทนพระองค์
(2) บุคคลที่มีอายุต่ำกว่าสิบห้าปี หรือบุคคลที่ศาลเห็นว่าหย่อนความรู้สึกผิดและชอบ
(3) พระภิกษุและสามเณรในพุทธศาสนา
(4) บุคคลซึ่งคู่ความทั้งสองฝ่ายตกลงกันว่าไม่ต้องให้สาบานหรือกล่าวคำปฏิญาณ",ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค1_ลักษณะ5_หมวด2.txt,ใครสามารถถามค้านพยานได้หลังจากคู่ความฝ่ายที่อ้างพยานซักถามเสร็จแล้ว,คู่ความอีกฝ่ายหนึ่ง,1
"ประมวลกฎหมายวิธีพิจารณาความอาญา - ภาค 2 (สอบสวน) - ลักษณะ 1 (หลักทั่วไป)

มาตรา 124/1  ให้นำบทบัญญัติในมาตรา 133 ทวิ วรรคหนึ่ง วรรคสอง และวรรคสามมาใช้บังคับโดยอนุโลมแก่การจดบันทึกคำร้องทุกข์ในคดีที่ผู้เสียหายเป็นเด็กอายุไม่เกินสิบแปดปี เว้นแต่มีเหตุจำเป็น ไม่อาจหาหรือรอนักจิตวิทยาหรือนักสังคมสงเคราะห์ บุคคลที่เด็กร้องขอและพนักงานอัยการได้และเด็กไม่ประสงค์จะให้มีหรือรอบุคคลดังกล่าวต่อไป ทั้งนี้ ให้ผู้รับคำร้องทุกข์ ตามมาตรา 123 หรือมาตรา 124 แล้วแต่กรณี บันทึกเหตุดังกล่าวไว้ในบันทึกคำร้องทุกข์ด้วย",ประมวลกฎหมายวิธีพิจารณาความอาญา,ประมวลกฎหมายวิธีพิจารณาความอาญา/ประมวลกฎหมายวิธีพิจารณาความอาญา_ภาค2_ลักษณะ1.txt,การจดบันทึกคำร้องทุกข์ในคดีที่ผู้เสียหายเป็นเด็กอายุไม่เกินสิบแปดปีต้องปฏิบัติตามมาตราใด,ต้องปฏิบัติตามมาตรา 133 ทวิ วรรคหนึ่ง วรรคสอง และวรรคสามโดยอนุโลม,1
"พระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 - บทเฉพาะกาล

มาตรา 37  เมื่อพระราชบัญญัตินี้ประกาศในราชกิจจานุเบกษาแล้ว ให้ผู้มีหน้าที่และอำนาจในการออกกฎกระทรวง ระเบียบ ข้อบังคับ หรือประกาศตามมาตรา 8 วรรคสอง มาตรา 9 วรรคสาม มาตรา 14 วรรคหนึ่ง มาตรา 17 วรรคสาม มาตรา 19 มาตรา 25 วรรคสี่ มาตรา 28 วรรคสอง และมาตรา 35 ดำเนินการออกกฎกระทรวง ระเบียบ ข้อบังคับ หรือประกาศ แล้วแต่กรณี ให้แล้วเสร็จ และประกาศในราชกิจจานุเบกษาก่อนวันพ้นกำหนดสองร้อยสี่สิบวันนับแต่วันที่พระราชบัญญัตินี้ประกาศในราชกิจจานุเบกษา แต่กฎกระทรวง ระเบียบ ข้อบังคับ และประกาศดังกล่าวต้องไม่ใช้บังคับก่อนวันที่พระราชบัญญัตินี้ใช้บังคับ",พระราชบัญญัติว่าด้วยการปรับเป็นพินัย,พระราชบัญญัติว่าด้วยการปรับเป็นพินัย/พระราชบัญญัติว่าด้วยการปรับเป็นพินัย_บทเฉพาะกาล.txt,เมื่อพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 ประกาศในราชกิจจานุเบกษาแล้ว ผู้มีหน้าที่ต้องดำเนินการอะไรบ้าง?,ต้องดำเนินการออกกฎกระทรวง ระเบียบ ข้อบังคับ หรือประกาศตามมาตราต่างๆ ให้แล้วเสร็จภายใน 240 วัน และประกาศในราชกิจจานุเบกษา,1
"ประมวลกฎหมายวิธีพิจารณาความแพ่ง - ภาค 2 (วิธีพิจารณาในศาลชั้นต้น) - ลักษณะ 2 (วิธีพิจารณาวิสามัญในศาลชั้นต้น) - หมวด 4 (การดำเนินคดีแบบกลุ่ม) - ส่วนที่ 4 (คำพิพากษาและการบังคับคดี)

มาตรา 222/36   คำพิพากษาของศาลต้องกล่าวหรือแสดงรายการดังต่อไปนี้
(1) รายการตามที่กำหนดไว้ในมาตรา 141
(2) ลักษณะโดยชัดเจนของกลุ่มบุคคลหรือกลุ่มย่อยที่จะต้องถูกผูกพันตามคำพิพากษา
(3) ในกรณีที่ศาลพิพากษาให้จำเลยชำระหนี้เป็นเงิน ต้องระบุจำนวนเงินที่จำเลยจะต้องชำระให้แก่โจทก์ รวมทั้งหลักเกณฑ์และวิธีการคำนวณในการชำระเงินให้สมาชิกกลุ่ม
(4) จำนวนเงินรางวัลของทนายความฝ่ายโจทก์ตามมาตรา 222/37",ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค2_ลักษณะ2_หมวด4_ส่วน4.txt,ศาลต้องระบุอะไรบ้างในคำพิพากษาเมื่อพิพากษาให้จำเลยชำระหนี้เป็นเงิน?,ศาลต้องระบุจำนวนเงินที่จำเลยจะต้องชำระให้แก่โจทก์ รวมทั้งหลักเกณฑ์และวิธีการคำนวณในการชำระเงินให้สมาชิกกลุ่ม,1
"ประมวลกฎหมายวิธีพิจารณาความอาญา - ภาค 5 (พยานหลักฐาน) - หมวด 5 (ผู้เชี่ยวชาญ)

มาตรา 244/1  ในกรณีความผิดอาญาที่มีอัตราโทษจำคุก หากมีความจำเป็นต้องใช้พยานหลักฐานทางวิทยาศาสตร์เพื่อพิสูจน์ข้อเท็จจริงใดที่เป็นประเด็นสำคัญแห่งคดี ให้ศาลมีอำนาจสั่งให้ทำการตรวจพิสูจน์บุคคล วัตถุ หรือเอกสารใด โดยวิธีการทางวิทยาศาสตร์ได้
ในกรณีที่การตรวจพิสูจน์ตามวรรคหนึ่ง จำเป็นต้องตรวจเก็บตัวอย่างเลือด เนื้อเยื่อ ผิวหนังเส้นผมหรือขน น้ำลาย ปัสสาวะ อุจจาระ สารคัดหลั่ง สารพันธุกรรมหรือส่วนประกอบของร่างกายจากคู่ความหรือบุคคลใด ให้ศาลมีอำนาจสั่งให้แพทย์หรือผู้เชี่ยวชาญดำเนินการตรวจดังกล่าวได้ แต่ต้องกระทำเพียงเท่าที่จำเป็นและสมควรโดยใช้วิธีการที่ก่อให้เกิดความเจ็บปวดน้อยที่สุดเท่าที่จะกระทำได้ทั้งจะต้องไม่เป็นอันตรายต่อร่างกายหรืออนามัยของบุคคลนั้น และคู่ความหรือบุคคลที่เกี่ยวข้องต้องให้ความยินยอม หากคู่ความฝ่ายใดไม่ยินยอมหรือกระทำการป้องปัดขัดขวางมิให้บุคคลที่เกี่ยวข้องให้ความยินยอมโดยไม่มีเหตุอันสมควร ให้สันนิษฐานไว้เบื้องต้นว่าข้อเท็จจริงเป็นไปตามที่คู่ความฝ่ายตรงข้ามกล่าวอ้าง
ในกรณีที่พยานหลักฐานทางวิทยาศาสตร์สามารถพิสูจน์ให้เห็นถึงข้อเท็จจริงที่อาจทำให้ศาลวินิจฉัยชี้ขาดคดีได้โดยไม่ต้องสืบพยานหลักฐานอื่นอีก หรือมีเหตุอันควรเชื่อว่าหากมีการเนิ่นช้ากว่าจะนำพยานหลักฐานทางวิทยาศาสตร์อันสำคัญมาสืบในภายหน้าพยานหลักฐานนั้นจะสูญเสียไปหรือยากแก่การตรวจพิสูจน์ เมื่อคู่ความฝ่ายใดฝ่ายหนึ่งร้องขอหรือเมื่อศาลเห็นสมควร ศาลอาจสั่งให้ทำการตรวจพิสูจน์ทางวิทยาศาสตร์ตามความในวรรคหนึ่งและวรรคสองได้ทันทีโดยไม่จำต้องรอให้ถึงกำหนดวันสืบพยานตามปกติ ทั้งนี้ ให้นำบทบัญญัติในมาตรา 237 ทวิ มาใช้บังคับโดยอนุโลม
ค่าใช้จ่ายในการตรวจพิสูจน์ตามมาตรานี้ให้สั่งจ่ายจากงบประมาณตามระเบียบที่คณะกรรมการบริหารศาลยุติธรรมกำหนดโดยความเห็นชอบจากกระทรวงการคลัง",ประมวลกฎหมายวิธีพิจารณาความอาญา,ประมวลกฎหมายวิธีพิจารณาความอาญา/ประมวลกฎหมายวิธีพิจารณาความอาญา_ภาค5_หมวด5.txt,ศาลสามารถสั่งให้ตรวจเก็บตัวอย่างจากร่างกายของบุคคลใดได้หรือไม่หากจำเป็นต้องใช้พยานหลักฐานทางวิทยาศาสตร์ในคดีอาญา,ศาลสามารถสั่งให้ตรวจเก็บตัวอย่างจากร่างกายของบุคคลได้ เช่น เลือด เนื้อเยื่อ หรือสารพันธุกรรม แต่ต้องกระทำเพียงเท่าที่จำเป็นและไม่ก่อให้เกิดอันตรายต่อร่างกายหรืออนามัยของบุคคลนั้น และต้องได้รับความยินยอมจากบุคคลที่เกี่ยวข้อง,1
"พระราชบัญญัติเครื่องหมายการค้า (ฉบับที่ 3) พ.ศ. 2559 - หมวด 2 (เครื่องหมายบริการและเครื่องหมายรับรอง)

มาตรา 82  การขอจดทะเบียนเครื่องหมายรับรองนั้น นอกจากจะต้องเป็นไปตามบทบัญญัติว่าด้วยการขอจดทะเบียนเครื่องหมายการค้าแล้ว ผู้ขอจดทะเบียนจะต้อง
(1) ยื่นข้อบังคับว่าด้วยการใช้เครื่องหมายรับรองนั้นพร้อมกับคำขอจดทะเบียนด้วย และ
(2) แสดงได้ว่าตนมีความสามารถเพียงพอที่จะรับรองคุณลักษณะของสินค้าหรือบริการตามที่ระบุไว้ในข้อบังคับตาม (1)
ข้อบังคับตาม (1) ต้องระบุถึงแหล่งกำเนิด ส่วนประกอบ วิธีการผลิต คุณภาพหรือคุณลักษณะอื่นใดของสินค้าหรือบริการที่จะรับรอง ตลอดจนหลักเกณฑ์ วิธีการและเงื่อนไขในการอนุญาตให้ใช้เครื่องหมายรับรองนั้น",พระราชบัญญัติเครื่องหมายการค้า,พระราชบัญญัติเครื่องหมายการค้า/พระราชบัญญัติเครื่องหมายการค้า_หมวด2.txt,การขอจดทะเบียนเครื่องหมายรับรองต้องมีเงื่อนไขอะไรบ้างตามพระราชบัญญัติเครื่องหมายการค้า พ.ศ. 2559,ผู้ขอจดทะเบียนต้องยื่นข้อบังคับว่าด้วยการใช้เครื่องหมายรับรองพร้อมกับคำขอจดทะเบียน และแสดงความสามารถในการรับรองคุณลักษณะของสินค้าหรือบริการตามที่ระบุในข้อบังคับ,1
"ประมวลกฎหมายวิธีพิจารณาความอาญา - ภาค 3 (วิธีพิจารณาในศาลชั้นต้น) - ลักษณะ 1 (ฟ้องคดีอาญาและไต่สวนมูลฟ้อง)

มาตรา 161/1   ในคดีราษฎรเป็นโจทก์ หากความปรากฏต่อศาลเองหรือมีพยานหลักฐานที่ศาลเรียกมาว่าโจทก์ฟ้องคดีโดยไม่สุจริตหรือโดยบิดเบือนข้อเท็จจริง เพื่อกลั่นแกล้งหรือเอาเปรียบจำเลยหรือโดยมุ่งหวังผลอย่างอื่นยิ่งกว่าประโยชน์ที่พึงได้โดยชอบ ให้ศาลยกฟ้อง และห้ามมิให้โจทก์ยื่นฟ้องในเรื่องเดียวกันนั้นอีก
การฟ้องคดีโดยไม่สุจริตตามวรรคหนึ่งให้หมายความรวมถึงการที่โจทก์จงใจฝ่าฝืนคำสั่งหรือคำพิพากษาของศาลในคดีอาญาอื่นซึ่งถึงที่สุดแล้วโดยปราศจากเหตุผลอันสมควรด้วย",ประมวลกฎหมายวิธีพิจารณาความอาญา,ประมวลกฎหมายวิธีพิจารณาความอาญา/ประมวลกฎหมายวิธีพิจารณาความอาญา_ภาค3_ลักษณะ1.txt,โจทก์สามารถยื่นฟ้องคดีเดิมอีกครั้งได้หรือไม่หากศาลยกฟ้องเพราะฟ้องโดยไม่สุจริต,ไม่ได้ ศาลห้ามมิให้โจทก์ยื่นฟ้องในเรื่องเดียวกันนั้นอีก,1
